0,430
0,430
0,429
1,429
1,429
1,429
2,428
2,428
3,428
3,428
3,427
4,427
4,427
4,426
5,426
5,426
5,425
6,425
6,425
6,425
7,424
7,424
7,424
8,424
8,424
9,424
10,423
10,423
11,423
12,423
12,423
13,423
14,423
14,423
15,423
16,423
16,422
17,422
18,422
18,422
19,422
20,422
20,421
21,421
22,421
22,420
23,420
24,420
24,419
25,419
26,419
26,418
27,418
28,418
28,418
29,417
30,417
30,417
31,417
32,417
32,417
33,417
33,417
34,417
35,417
35,417
36,416
37,416
37,416
38,416
39,416
39,415
40,415
41,415
41,414
43,414
44,414
44,413
45,413
46,413
46,412
47,412
48,412
48,412
49,412
50,411
50,412
51,411
52,411
52,411
53,411
54,411
54,411
55,411
56,411
56,411
57,411
58,411
58,410
59,410
60,410
60,410
61,409
62,409
62,409
63,408
64,408
64,408
65,407
66,407
66,407
67,407
68,406
68,406
69,406
70,406
70,406
71,406
72,406
72,406
73,406
74,406
74,406
75,406
76,406
76,405
77,405
78,405
78,405
79,405
80,404
80,404
81,404
82,403
82,403
83,403
84,402
84,402
86,402
87,402
87,401
88,401
89,401
89,401
90,401
91,401
91,401
92,401
93,401
93,401
94,400
95,400
95,401
96,400
97,400
97,400
98,400
99,400
99,400
100,399
101,399
101,399
102,399
103,398
104,398
104,397
105,397
106,397
107,397
107,397
108,396
109,396
110,396
110,396
111,396
112,396
113,396
113,396
114,396
115,396
116,396
116,396
117,396
118,395
119,395
119,395
120,394
121,395
122,394
122,394
123,393
124,393
125,393
125,392
126,392
128,392
129,392
129,392
130,391
131,391
132,391
132,391
133,391
134,391
135,391
135,391
136,391
137,391
138,391
138,391
139,390
140,390
141,390
141,390
142,389
143,389
143,389
144,388
145,388
146,388
146,387
147,387
148,387
149,387
149,387
150,387
151,387
152,387
152,387
153,387
154,387
155,387
155,387
156,387
157,387
158,387
158,387
159,386
160,386
161,386
161,386
162,385
163,385
164,385
164,384
165,384
166,384
167,383
167,383
168,383
169,383
171,383
171,383
172,383
173,383
174,383
174,383
175,383
176,383
177,383
177,383
178,382
179,382
180,382
180,382
181,381
182,381
183,381
183,380
184,380
185,380
186,379
186,379
187,379
188,379
189,379
189,378
190,378
191,378
192,378
192,378
193,378
194,378
195,378
195,378
196,378
197,378
198,378
198,378
199,377
200,377
201,377
201,376
202,376
203,376
204,375
204,375
205,375
206,374
207,374
207,374
208,374
209,374
209,374
210,374
211,374
212,374
212,374
214,374
215,374
216,374
216,374
217,374
218,374
219,373
219,373
220,373
221,373
222,372
222,372
223,372
224,371
225,371
225,371
226,370
227,370
228,370
228,370
229,370
230,370
231,370
231,370
232,370
233,370
234,370
234,369
235,370
236,369
237,369
237,369
238,369
239,369
240,369
240,368
241,368
242,368
243,367
243,367
244,367
245,366
246,366
246,366
247,366
248,365
249,365
249,366
250,365
251,365
252,365
252,365
253,365
254,365
256,365
256,365
257,365
258,365
259,365
259,364
260,364
261,364
262,364
262,363
263,363
264,363
265,363
265,362
266,362
267,362
268,361
268,361
269,361
270,361
271,361
271,361
272,361
273,361
273,361
274,361
275,361
276,361
276,361
277,361
278,361
279,361
279,360
280,360
281,360
282,359
282,359
283,359
284,358
285,358
285,358
286,357
287,357
288,357
288,357
289,357
290,357
291,357
291,357
292,357
293,357
294,357
294,357
295,357
296,357
297,357
297,356
299,357
300,356
301,356
301,356
302,355
303,355
304,355
304,354
305,354
306,354
307,353
307,353
308,353
309,353
310,353
310,353
311,353
312,353
313,353
313,353
314,353
315,353
316,353
316,353
317,353
318,353
319,353
319,352
320,352
321,352
322,352
322,351
323,351
324,351
325,350
325,350
326,349
327,349
328,349
328,349
329,349
330,349
331,349
331,349
332,349
333,349
334,349
334,349
335,349
336,349
337,348
337,348
338,348
339,348
339,348
340,348
342,347
343,347
343,347
344,346
345,346
346,346
346,345
347,345
348,345
349,345
349,345
350,345
351,345
352,345
352,345
353,345
354,345
355,345
355,345
356,345
357,345
358,345
358,345
359,344
360,344
361,344
361,344
362,343
363,343
364,343
364,342
365,342
366,342
367,342
367,341
368,341
369,341
370,341
370,341
371,341
372,341
373,341
373,341
374,341
375,341
376,341
376,341
377,341
378,341
379,341
379,340
380,340
381,340
382,339
382,339
384,339
385,339
386,338
386,338
387,338
388,337
389,337
389,337
390,337
391,337
392,337
392,337
393,337
394,337
395,337
395,337
396,337
397,337
398,337
398,337
399,337
400,336
401,336
401,336
402,336
403,335
404,335
404,335
405,334
406,334
406,334
407,333
408,333
409,333
409,333
410,333
411,333
412,333
412,333
413,333
414,333
415,333
415,333
416,333
417,333
418,333
418,333
419,333
420,332
421,332
421,332
422,331
423,331
424,331
424,330
425,330
427,330
428,330
428,329
429,329
430,329
431,329
431,329
432,329
433,329
434,329
434,329
435,329
436,329
437,329
437,329
438,329
439,328
440,328
440,328
441,328
442,327
443,327
443,327
444,327
445,326
446,326
446,326
447,326
448,326
449,325
449,325
450,325
451,325
452,325
452,325
453,325
454,325
455,325
455,325
456,325
457,325
458,325
458,325
459,324
460,324
461,324
461,324
462,323
463,323
464,323
464,323
465,322
466,322
467,322
467,322
468,322
470,321
470,321
471,321
472,321
473,321
473,321
474,321
475,321
476,321
476,321
477,321
478,321
479,321
479,321
480,320
481,320
482,320
482,320
483,319
484,319
485,319
485,318
486,318
487,318
488,318
488,318
489,317
490,317
491,317
491,317
492,317
493,317
494,317
494,317
495,317
496,317
497,317
497,317
498,317
499,317
500,316
500,316
501,316
502,316
503,315
503,315
504,315
505,314
506,314
506,314
507,314
508,314
509,314
509,313
510,313
512,313
513,313
513,313
