0,-328.89
0,-364.44
1,-444.44
2,-355.56
2,-435.56
3,-568.89
4,-542.22
4,-675.56
5,-817.78
6,-1040.00
6,-977.78
7,-951.11
7,-853.33
8,-622.22
9,-364.44
9,-320.00
10,-266.67
11,-320.00
11,-213.33
12,-355.56
13,-622.22
14,-853.33
15,-1093.33
16,-960.00
17,-737.78
18,-302.22
19,-142.22
20,-204.44
21,-471.11
22,-631.11
23,-755.56
24,-880.00
25,-897.78
26,-862.22
27,-586.67
28,-373.33
29,-302.22
30,-355.56
31,-480.00
32,-524.44
33,-657.78
34,-720.00
35,-960.00
36,-791.11
37,-657.78
38,-391.11
39,-320.00
40,-364.44
41,-355.56
43,-533.33
44,-666.67
45,-880.00
46,-1048.89
47,-951.11
48,-560.00
49,-195.56
50,-177.78
51,-240.00
52,-444.44
53,-720.00
54,-817.78
55,-977.78
56,-826.67
57,-657.78
58,-346.67
59,-231.11
60,-311.11
61,-453.33
62,-515.56
63,-648.89
64,-711.11
65,-942.22
66,-986.67
67,-702.22
68,-400.00
69,-204.44
70,-328.89
71,-453.33
72,-613.33
73,-693.33
74,-720.00
75,-906.67
76,-862.22
77,-773.33
78,-391.11
79,-382.22
80,-337.78
81,-373.33
82,-515.56
83,-648.89
84,-942.22
86,-1031.11
87,-888.89
88,-560.00
89,-311.11
90,-240.00
91,-355.56
92,-382.22
93,-622.22
94,-711.11
95,-862.22
96,-942.22
97,-853.33
98,-524.44
99,-248.89
100,-195.56
101,-346.67
102,-471.11
103,-622.22
104,-737.78
106,-924.44
107,-862.22
108,-577.78
109,-364.44
110,-320.00
111,-444.44
112,-462.22
113,-586.67
114,-613.33
115,-888.89
116,-853.33
117,-693.33
119,-346.67
120,-337.78
121,-328.89
122,-400.00
123,-604.44
124,-808.89
125,-942.22
126,-888.89
128,-711.11
129,-408.89
130,-302.22
131,-364.44
132,-480.00
134,-693.33
135,-853.33
136,-960.00
137,-728.89
138,-506.67
139,-160.00
140,-204.44
141,-293.33
142,-551.11
143,-684.44
144,-862.22
145,-1048.89
147,-960.00
148,-577.78
149,-311.11
150,-266.67
151,-400.00
152,-506.67
153,-568.89
154,-746.67
155,-1013.33
156,-897.78
157,-684.44
159,-293.33
160,-328.89
161,-355.56
162,-488.89
163,-622.22
164,-746.67
165,-924.44
166,-977.78
167,-711.11
168,-364.44
169,-231.11
171,-311.11
172,-373.33
174,-622.22
175,-791.11
176,-862.22
177,-800.00
178,-568.89
179,-266.67
180,-222.22
181,-400.00
182,-568.89
183,-693.33
184,-826.67
185,-942.22
187,-871.11
188,-577.78
189,-302.22
190,-168.89
191,-391.11
192,-488.89
193,-675.56
194,-800.00
195,-1013.33
196,-933.33
197,-711.11
198,-346.67
200,-266.67
201,-293.33
202,-435.56
203,-631.11
204,-764.44
205,-1066.67
206,-1031.11
207,-755.56
208,-302.22
209,-231.11
211,-248.89
212,-337.78
214,-613.33
215,-791.11
216,-977.78
217,-906.67
218,-657.78
219,-320.00
220,-240.00
221,-400.00
222,-524.44
223,-657.78
224,-826.67
226,-897.78
227,-853.33
228,-560.00
229,-320.00
230,-240.00
231,-435.56
232,-506.67
233,-666.67
234,-800.00
235,-924.44
236,-835.56
237,-684.44
238,-391.11
240,-266.67
241,-346.67
242,-426.67
243,-586.67
244,-684.44
245,-986.67
246,-888.89
247,-728.89
248,-417.78
249,-266.67
250,-328.89
251,-337.78
253,-648.89
254,-773.33
256,-1048.89
257,-1013.33
258,-684.44
259,-266.67
260,-160.00
261,-302.22
262,-426.67
263,-568.89
264,-737.78
266,-853.33
267,-951.11
268,-675.56
269,-426.67
270,-346.67
271,-408.89
272,-488.89
273,-613.33
274,-728.89
275,-862.22
276,-906.67
277,-755.56
278,-453.33
280,-266.67
281,-337.78
282,-391.11
283,-551.11
284,-693.33
285,-977.78
286,-915.56
287,-764.44
288,-542.22
289,-364.44
290,-382.22
291,-364.44
293,-622.22
294,-755.56
295,-986.67
296,-880.00
297,-568.89
299,-293.33
300,-88.89
301,-275.56
302,-364.44
303,-675.56
304,-737.78
305,-986.67
306,-1031.11
308,-675.56
309,-302.22
310,-204.44
311,-293.33
312,-480.00
313,-542.22
314,-737.78
315,-871.11
316,-1066.67
317,-755.56
318,-453.33
320,-231.11
321,-337.78
322,-364.44
323,-568.89
324,-640.00
325,-871.11
326,-995.56
327,-906.67
328,-586.67
329,-257.78
330,-293.33
331,-160.00
332,-542.22
334,-657.78
335,-942.22
336,-897.78
337,-835.56
338,-426.67
339,-213.33
340,-320.00
342,-426.67
343,-711.11
344,-728.89
345,-986.67
346,-888.89
347,-622.22
349,-320.00
350,-266.67
351,-320.00
352,-568.89
353,-577.78
354,-808.89
355,-871.11
356,-1013.33
357,-737.78
358,-488.89
359,-266.67
361,-346.67
362,-391.11
363,-568.89
364,-657.78
365,-942.22
366,-1048.89
367,-871.11
368,-471.11
369,-151.11
370,-186.67
371,-124.44
372,-506.67
374,-693.33
