0,-426.67
0,-275.56
1,-284.44
2,-257.78
2,-488.89
3,-453.33
4,-551.11
4,-524.44
5,-773.33
6,-720.00
6,-800.00
7,-951.11
7,-915.56
8,-808.89
9,-604.44
9,-551.11
10,-328.89
11,-222.22
11,-293.33
12,-435.56
13,-497.78
14,-622.22
15,-640.00
16,-826.67
17,-924.44
18,-817.78
19,-595.56
20,-311.11
21,-248.89
22,-302.22
23,-328.89
24,-657.78
25,-808.89
26,-1031.11
27,-906.67
28,-666.67
29,-337.78
30,-115.56
31,-320.00
32,-328.89
33,-595.56
34,-577.78
35,-808.89
36,-942.22
37,-862.22
38,-657.78
39,-311.11
40,-257.78
41,-293.33
43,-488.89
44,-551.11
45,-808.89
46,-862.22
47,-986.67
48,-791.11
49,-551.11
50,-364.44
51,-320.00
52,-417.78
53,-453.33
54,-568.89
55,-702.22
56,-871.11
57,-1040.00
58,-880.00
59,-586.67
60,-266.67
61,-284.44
62,-400.00
63,-435.56
64,-720.00
65,-800.00
66,-995.56
67,-862.22
68,-711.11
69,-497.78
70,-275.56
71,-391.11
72,-248.89
73,-426.67
74,-488.89
75,-844.44
76,-986.67
77,-942.22
78,-675.56
79,-231.11
80,-213.33
81,-231.11
82,-524.44
83,-586.67
84,-764.44
86,-728.89
87,-862.22
88,-808.89
89,-586.67
90,-400.00
91,-231.11
92,-355.56
93,-435.56
94,-560.00
95,-720.00
96,-782.22
97,-924.44
98,-764.44
99,-577.78
100,-382.22
101,-302.22
102,-471.11
103,-391.11
104,-693.33
105,-826.67
106,-1004.44
108,-844.44
109,-560.00
110,-160.00
111,-204.44
112,-248.89
113,-462.22
114,-684.44
115,-906.67
116,-1093.33
117,-960.00
119,-657.78
120,-355.56
121,-311.11
122,-391.11
123,-471.11
124,-568.89
125,-728.89
126,-942.22
128,-906.67
129,-675.56
130,-382.22
131,-284.44
132,-462.22
134,-551.11
135,-631.11
136,-702.22
137,-915.56
138,-915.56
139,-648.89
140,-435.56
141,-346.67
142,-426.67
143,-328.89
144,-595.56
145,-684.44
147,-835.56
148,-808.89
149,-631.11
150,-373.33
151,-275.56
152,-391.11
153,-488.89
154,-737.78
155,-800.00
156,-968.89
157,-826.67
158,-506.67
159,-177.78
161,-115.56
162,-302.22
163,-435.56
164,-666.67
165,-835.56
166,-951.11
167,-977.78
168,-666.67
169,-266.67
171,-204.44
172,-408.89
173,-515.56
174,-640.00
176,-737.78
177,-951.11
178,-942.22
179,-773.33
180,-435.56
181,-311.11
182,-302.22
183,-382.22
184,-551.11
185,-693.33
186,-1022.22
188,-986.67
189,-844.44
190,-515.56
191,-311.11
192,-311.11
193,-320.00
194,-533.33
195,-737.78
196,-880.00
197,-853.33
198,-631.11
199,-364.44
200,-266.67
202,-373.33
203,-577.78
204,-684.44
205,-773.33
206,-853.33
207,-924.44
208,-604.44
209,-391.11
210,-302.22
211,-435.56
212,-524.44
214,-613.33
215,-657.78
217,-835.56
218,-880.00
219,-764.44
220,-497.78
221,-328.89
222,-346.67
223,-337.78
224,-542.22
225,-693.33
226,-1022.22
227,-986.67
229,-755.56
230,-311.11
231,-17.78
232,-222.22
233,-231.11
234,-657.78
235,-746.67
236,-1004.44
237,-951.11
238,-728.89
239,-364.44
240,-275.56
241,-346.67
243,-488.89
244,-533.33
245,-693.33
246,-808.89
247,-897.78
248,-657.78
249,-480.00
250,-284.44
251,-426.67
252,-506.67
253,-622.22
254,-631.11
257,-800.00
258,-942.22
259,-888.89
260,-568.89
261,-417.78
262,-364.44
263,-364.44
264,-453.33
265,-675.56
266,-897.78
267,-960.00
268,-800.00
269,-462.22
271,-177.78
272,-346.67
273,-400.00
274,-737.78
275,-782.22
276,-995.56
277,-942.22
278,-657.78
279,-293.33
280,-160.00
281,-275.56
282,-453.33
283,-560.00
285,-755.56
286,-853.33
287,-1013.33
288,-808.89
289,-506.67
290,-168.89
291,-293.33
292,-391.11
293,-542.22
294,-622.22
295,-844.44
297,-977.78
299,-862.22
300,-515.56
301,-293.33
302,-195.56
303,-266.67
304,-408.89
305,-648.89
306,-871.11
307,-1057.78
308,-826.67
309,-613.33
311,-328.89
312,-382.22
313,-337.78
314,-568.89
315,-631.11
316,-755.56
317,-880.00
318,-675.56
319,-426.67
320,-204.44
321,-364.44
322,-515.56
323,-640.00
325,-791.11
326,-862.22
327,-951.11
328,-808.89
329,-480.00
330,-231.11
331,-373.33
332,-462.22
333,-640.00
334,-684.44
335,-808.89
336,-977.78
338,-871.11
339,-542.22
340,-266.67
342,-293.33
343,-408.89
344,-542.22
345,-684.44
346,-924.44
347,-1022.22
348,-915.56
349,-586.67
350,-231.11
352,-151.11
353,-213.33
354,-373.33
355,-551.11
356,-826.67
357,-986.67
358,-888.89
359,-560.00
360,-382.22
361,-284.44
362,-444.44
363,-453.33
365,-604.44
366,-693.33
367,-924.44
368,-791.11
369,-524.44
370,-328.89
371,-328.89
372,-462.22
373,-568.89
374,-648.89
375,-711.11
376,-933.33
377,-791.11
379,-622.22
380,-408.89
381,-328.89
382,-462.22
384,-400.00
385,-640.00
386,-773.33
387,-933.33
388,-791.11
389,-595.56
390,-168.89
391,-275.56
392,-355.56
394,-595.56
395,-782.22
396,-968.89
397,-1111.11
398,-924.44
399,-568.89
400,-257.78
401,-231.11
402,-337.78
403,-417.78
404,-595.56
406,-791.11
407,-960.00
408,-933.33
409,-622.22
410,-355.56
411,-231.11
412,-391.11
413,-568.89
414,-595.56
415,-737.78
416,-951.11
417,-897.78
418,-693.33
420,-400.00
